campaign_id,platform,influencer_category,campaign_type,start_date,end_date,campaign_duration_days,estimated_reach,engagements,clicks,conversions,product_sales,engagement_rate,ctr,conversion_rate,action_yield,revenue_per_conversion,campaign_efficiency,interaction_score,action_score,IGS,archetype
CAMP149400,Instagram,Tech,Event Promotion,2157-04-03 00:00:00,2157-04-30 00:00:00,27,2883,24751,21,0,276,8.585154353104405,0.0072840790842872,0.0,0.0,,0.0957336108220603,4.718470771664716,-0.788759364880426,-5.507230136545142,Engagement Trap
CAMP239168,YouTube,Tech,Event Promotion,2403-01-12 00:00:00,2403-01-18 00:00:00,6,863956,63044,6497,224,3996,0.0729713087240554,0.007520058891888,0.0344774511312913,0.0035530740435251,17.839285714285715,0.0046252355444027,-0.1526569681385856,-0.1980162195180341,-0.0453592513794485,Spike Artist
CAMP212642,Instagram,Fitness,Product Launch,2330-05-29 00:00:00,2330-06-11 00:00:00,13,846254,9474,10737,232,2876,0.0111952203475552,0.0126876800582331,0.0216075253795287,0.0244880726198015,12.39655172413793,0.0033985068312823,-0.1880085596373109,-0.0956700493346852,0.0923385103026256,Spike Artist
CAMP230537,YouTube,Fashion,Brand Awareness,2379-05-27 00:00:00,2379-06-09 00:00:00,13,825643,17717,7350,711,25,0.0214584269472399,0.0089021526252872,0.096734693877551,0.040130947677372,0.0351617440225035,3.0279430698255783e-05,-0.1821354022925494,1.0429325836629049,1.2250679859554543,Behavior-Positive
CAMP109358,YouTube,Travel,Brand Awareness,2047-08-16 00:00:00,2047-08-25 00:00:00,9,603503,61195,2289,106,2899,0.1013996616421128,0.0037928560421406,0.0463084316295325,0.0017321676607565,27.349056603773583,0.0048036215230081,-0.1363887396742683,-0.17134512781504,-0.0349563881407717,Spike Artist
CAMP159282,Instagram,Travel,Seasonal Sale,2184-04-23 00:00:00,2184-05-17 00:00:00,24,253902,37064,4246,66,2590,0.1459775819016786,0.0167229876093926,0.0155440414507772,0.0017807036477444,39.24242424242424,0.0102007861300816,-0.110878862498581,-0.1231660685164667,-0.0122872060178857,Spike Artist
CAMP104335,Instagram,Food,Seasonal Sale,2033-11-14 00:00:00,2033-12-08 00:00:00,24,435267,45631,4775,62,4749,0.1048345038792281,0.0109702780132654,0.0129842931937172,0.0013587254278889,76.59677419354838,0.0109105445623031,-0.1344231386978998,-0.4125986823301106,-0.2781755436322107,Spike Artist
CAMP200983,YouTube,Beauty,Event Promotion,2298-06-26 00:00:00,2298-07-08 00:00:00,12,233257,99136,1198,77,576,0.425007609632294,0.0051359659088473,0.0642737896494157,0.0007767107811491,7.48051948051948,0.0024693792683606,0.048797086811979,0.1761583141490099,0.1273612273370309,Full-Funnel Creator
CAMP221791,YouTube,Gaming,Brand Awareness,2355-06-16 00:00:00,2355-07-04 00:00:00,18,281061,37468,1732,60,4461,0.1333091392971632,0.0061623633303802,0.0346420323325635,0.0016013664994128,74.35,0.0158719993168742,-0.118128424904514,-0.2619207933588368,-0.1437923684543227,Spike Artist
CAMP249983,YouTube,Beauty,Seasonal Sale,2432-08-22 00:00:00,2432-09-13 00:00:00,22,669042,48181,6833,287,2512,0.072014910872561,0.0102131106866235,0.0420020488804331,0.0059567049251779,8.752613240418118,0.0037546222808134,-0.1532042702913251,0.0508985229688783,0.2041027932602035,Spike Artist
CAMP183552,YouTube,Beauty,Event Promotion,2250-10-05 00:00:00,2250-10-30 00:00:00,25,556531,34359,7229,369,603,0.061737800769409,0.0129893932233783,0.0510444044819477,0.0107395442242207,1.6341463414634143,0.0010834975949228,-0.159085383966568,0.3387602373788578,0.4978456213454258,Spike Artist
CAMP177223,YouTube,Fashion,Seasonal Sale,2233-06-07 00:00:00,2233-07-06 00:00:00,29,149632,32594,1366,107,2219,0.2178277373823781,0.0091290633019674,0.0783308931185944,0.0032828127876296,20.738317757009344,0.0148297155688622,-0.0697623494200381,0.588076555000433,0.6578389044204711,Full-Funnel Creator
CAMP238780,YouTube,Beauty,Product Launch,2401-12-20 00:00:00,2402-01-05 00:00:00,16,160420,78052,1761,177,3471,0.486547811993517,0.0109774342351327,0.100511073253833,0.002267718956593,19.610169491525426,0.0216369529983792,0.0840136916796066,1.0259539075909805,0.9419402159113736,Full-Funnel Creator
CAMP237024,TikTok,Tech,Seasonal Sale,2397-02-28 00:00:00,2397-03-08 00:00:00,8,506367,51149,19393,718,3079,0.1010117167982905,0.0382983093290044,0.0370236683339349,0.0140374200864142,4.288300835654596,0.0060805700213481,-0.1366107425236435,1.2042083645382151,1.3408191070618587,Behavior-Positive
CAMP142312,YouTube,Fashion,Product Launch,2137-11-06 00:00:00,2137-11-26 00:00:00,20,983178,3770,10418,948,3270,0.0038345040267377,0.0105962501195104,0.0909963524668842,0.2514588859416445,3.449367088607595,0.0033259491160298,-0.1922207563520923,1.955925954247088,2.14814671059918,Quiet Converter
CAMP192106,TikTok,Beauty,Seasonal Sale,2274-03-07 00:00:00,2274-03-22 00:00:00,15,256399,38416,5894,247,4339,0.1498289774921119,0.0229876091560419,0.0419070240922972,0.006429612661391,17.5668016194332,0.0169228429128038,-0.1086748873491155,0.5968622369509898,0.7055371243001054,Spike Artist
CAMP102071,YouTube,Food,Product Launch,2027-09-03 00:00:00,2027-09-28 00:00:00,25,966036,53039,14423,868,2356,0.0549037509989275,0.0149300854212472,0.0601816543021562,0.0163653160881615,2.7142857142857144,0.0024388325072771,-0.1629961938303393,0.5962281750907291,0.7592243689210685,Spike Artist
CAMP141759,YouTube,Travel,Event Promotion,2136-05-02 00:00:00,2136-05-06 00:00:00,4,663460,1093,1380,75,493,0.0016474241099689,0.0020800048231995,0.0543478260869565,0.0686184812442818,6.573333333333333,0.0007430741868386,-0.1934723207975694,0.1830904261805024,0.3765627469780718,Spike Artist
CAMP123164,Instagram,Food,Giveaway,2085-06-03 00:00:00,2085-06-24 00:00:00,21,910333,76148,13471,404,1964,0.0836485110393669,0.0147978816542957,0.0299903496399673,0.0053054577927194,4.861386138613861,0.0021574522729594,-0.1465469002382081,0.0469473113257214,0.1934942115639295,Spike Artist
CAMP168559,Instagram,Tech,Event Promotion,2209-09-17 00:00:00,2209-09-22 00:00:00,5,146974,19698,1930,53,4996,0.1340237048729707,0.0131315742920516,0.027461139896373,0.002690628490202,94.26415094339625,0.0339924068202539,-0.1177195121520419,-0.0772077722085055,0.0405117399435363,Spike Artist
CAMP171051,Instagram,Tech,Event Promotion,2216-07-14 00:00:00,2216-07-17 00:00:00,3,251005,79274,3682,73,2336,0.3158263779605983,0.0146690304974004,0.0198261814231395,0.0009208567752352,32.0,0.0093065875181769,-0.0136822705384247,-0.1444985737845444,-0.1308163032461197,Spike Artist
CAMP132455,YouTube,Fitness,Seasonal Sale,2110-11-11 00:00:00,2110-11-29 00:00:00,18,36462,71560,505,23,3100,1.962591190828808,0.0138500356535571,0.0455445544554455,0.0003214086081609,134.7826086956522,0.085020020843618,0.9286848894570484,0.2393067347679908,-0.6893781546890576,Full-Funnel Creator
CAMP140842,Instagram,Fashion,Event Promotion,2133-10-28 00:00:00,2133-11-01 00:00:00,4,784248,1358,5419,238,200,0.00173159510767,0.0069098040415786,0.0439195423509872,0.1752577319587628,0.8403361344537815,0.0002550213707908,-0.1934241536376703,0.6900863641122253,0.8835105177498958,Behavior-Positive
CAMP163582,Instagram,Gaming,Product Launch,2196-01-31 00:00:00,2196-02-24 00:00:00,24,867614,11719,14334,258,1157,0.013507158713437,0.0165211718575311,0.0179991628296358,0.0220155303353528,4.484496124031008,0.0013335423356469,-0.1866855444897222,-0.0020555864591732,0.184629958030549,Spike Artist
CAMP107037,TikTok,Food,Giveaway,2041-04-08 00:00:00,2041-04-24 00:00:00,16,944883,81888,7968,283,4842,0.0866646981689796,0.0084327900914716,0.0355170682730923,0.0034559398202422,17.109540636042404,0.0051244439787783,-0.1448208761714214,-0.142439892642334,0.0023809835290873,Spike Artist
CAMP104272,TikTok,Fitness,Brand Awareness,2033-09-12 00:00:00,2033-09-21 00:00:00,9,818645,55256,4086,256,2643,0.0674969003658484,0.0049911744406916,0.0626529613313754,0.0046329810337338,10.32421875,0.003228505640418,-0.1557897182537605,0.1604731061292917,0.3162628243830523,Spike Artist
CAMP131243,Instagram,Gaming,Seasonal Sale,2107-07-18 00:00:00,2107-08-09 00:00:00,22,15592,27973,326,4,3149,1.7940610569522832,0.0209081580297588,0.0122699386503067,0.0001429950309226,787.25,0.2019625448948178,0.8322429067319853,-0.0053664363156572,-0.8376093430476426,Platform Native
CAMP132354,Instagram,Travel,Seasonal Sale,2110-08-02 00:00:00,2110-08-07 00:00:00,5,785823,69433,10266,223,3001,0.0883570473249065,0.0130640105978063,0.0217221897525813,0.0032117292929874,13.457399103139014,0.0038189261449461,-0.143852423205139,-0.171827000460623,-0.0279745772554839,Spike Artist
CAMP130468,Instagram,Fashion,Product Launch,2105-06-03 00:00:00,2105-06-04 00:00:00,1,348732,76193,435,12,637,0.2184858286592569,0.0012473762086645,0.0275862068965517,0.0001574947829853,53.083333333333336,0.0018266175745271,-0.0693857542907494,-0.5937785560798262,-0.5243928017890768,Spike Artist
CAMP176241,YouTube,Travel,Brand Awareness,2230-09-29 00:00:00,2230-10-15 00:00:00,16,650673,34165,4846,179,198,0.0525071733420627,0.0074476734089166,0.0369376805612876,0.0052392799648763,1.106145251396648,0.0003043003167489,-0.1643676441203626,-0.1533351793322785,0.0110324647880841,Spike Artist
CAMP218936,Instagram,Travel,Event Promotion,2347-08-22 00:00:00,2347-08-29 00:00:00,7,528193,94477,2426,42,931,0.1788683303262254,0.0045930180824054,0.0173124484748557,0.000444552642442,22.166666666666668,0.0017626132871885,-0.0920570119581988,-0.61800829675813,-0.525951284799931,Spike Artist
CAMP165404,Twitter,Travel,Seasonal Sale,2201-01-27 00:00:00,2201-02-08 00:00:00,12,871167,45125,10958,243,453,0.0517983348772393,0.0125785297193305,0.0221755794853075,0.0053850415512465,1.8641975308641976,0.0005199921484629,-0.1647732795127218,-0.1755137059460532,-0.0107404264333313,Spike Artist
CAMP166585,Instagram,Fashion,Brand Awareness,2204-04-22 00:00:00,2204-05-05 00:00:00,13,595807,17371,5162,246,2730,0.0291554144211128,0.0086638794106145,0.0476559473072452,0.0141615335904668,11.097560975609756,0.0045820206879073,-0.1777307731860767,0.1136864828466135,0.2914172560326903,Spike Artist
CAMP105431,YouTube,Travel,Brand Awareness,2036-11-14 00:00:00,2036-11-26 00:00:00,12,387426,39003,1228,48,3950,0.1006721283548342,0.0031696375565914,0.0390879478827361,0.0012306745634951,82.29166666666667,0.0101954953978308,-0.1368050732468449,-0.3184884874364873,-0.1816834141896424,Spike Artist
CAMP240994,Instagram,Tech,Brand Awareness,2408-01-12 00:00:00,2408-01-17 00:00:00,5,206202,2115,3129,48,4881,0.0102569325224779,0.0151744405970844,0.0153403643336529,0.0226950354609929,101.6875,0.023670963424215,-0.1885454982614951,-0.1001186440776277,0.0884268541838673,Spike Artist
CAMP152427,YouTube,Tech,Product Launch,2165-07-17 00:00:00,2165-08-01 00:00:00,15,336790,83340,3603,135,4338,0.2474539030256242,0.0106980611063273,0.0374687760199833,0.0016198704103671,32.13333333333333,0.0128804299415065,-0.0528086682625238,-0.0218601058954799,0.0309485623670438,Spike Artist
CAMP234975,Instagram,Tech,Event Promotion,2391-07-21 00:00:00,2391-08-18 00:00:00,28,43452,57023,945,28,4045,1.3123216422719322,0.0217481358740679,0.0296296296296296,0.0004910299352892,144.46428571428572,0.0930912271011691,0.5565657726793672,0.316495633423169,-0.2400701392561982,Full-Funnel Creator
CAMP196339,YouTube,Travel,Product Launch,2285-10-08 00:00:00,2285-10-26 00:00:00,18,842732,38596,3699,226,949,0.0457986643440619,0.0043892957666256,0.0610975939443092,0.0058555290703699,4.199115044247788,0.0011260994005211,-0.1682066128199908,0.114695637999782,0.2829022508197728,Spike Artist
CAMP164123,YouTube,Travel,Event Promotion,2197-07-25 00:00:00,2197-08-04 00:00:00,10,77434,70003,764,42,957,0.904034403492006,0.009866466926673,0.0549738219895288,0.0005999742868162,22.785714285714285,0.0123589121057933,0.3229219137233984,0.2249628586560056,-0.0979590550673928,Full-Funnel Creator
CAMP114806,YouTube,Fitness,Giveaway,2062-07-16 00:00:00,2062-07-25 00:00:00,9,589692,99449,3443,205,2643,0.168645665873032,0.0058386411889596,0.059541097879756,0.0020613580830375,12.892682926829268,0.004482000773285,-0.0979069689120177,0.1342915777907894,0.2321985467028071,Spike Artist
CAMP133820,YouTube,Food,Event Promotion,2114-08-07 00:00:00,2114-09-05 00:00:00,29,330491,7448,2748,162,1680,0.0225361658865143,0.0083149011622101,0.0589519650655021,0.021750805585392,10.37037037037037,0.0050833456886874,-0.1815186622605278,0.3174513321178662,0.4989699943783939,Spike Artist
CAMP110628,TikTok,Food,Event Promotion,2051-02-06 00:00:00,2051-02-27 00:00:00,21,582242,8379,14816,375,3582,0.0143909233617636,0.0254464638414954,0.025310475161987,0.0447547440028643,9.552,0.0061520810934285,-0.1861798069519512,0.5994034460361474,0.7855832529880986,Spike Artist
CAMP105241,Instagram,Food,Brand Awareness,2036-05-08 00:00:00,2036-05-26 00:00:00,18,114623,23846,557,20,4417,0.2080385262992593,0.0048594086701621,0.0359066427289048,0.0008387150884844,220.85,0.0385350235118606,-0.0753642611046383,-0.3002037500647821,-0.2248394889601438,Spike Artist
CAMP235301,Twitter,Food,Event Promotion,2392-06-11 00:00:00,2392-06-15 00:00:00,4,779304,33095,2853,107,4608,0.0424673811503598,0.0036609590095777,0.0375043813529617,0.0032331167850128,43.06542056074766,0.0059129684949647,-0.1701129517567099,-0.3146025497052016,-0.1444895979484916,Ghost Amplifier
CAMP143052,Instagram,Fitness,Seasonal Sale,2139-11-16 00:00:00,2139-11-22 00:00:00,6,775100,31972,11934,96,4606,0.0412488711134047,0.0153967230034834,0.0080442433383609,0.0030026272988865,47.97916666666666,0.0059424590375435,-0.1708102485619236,-0.2972815117366142,-0.1264712631746906,Ghost Amplifier
CAMP215169,Instagram,Gaming,Seasonal Sale,2337-04-29 00:00:00,2337-05-25 00:00:00,26,97280,60264,1131,27,2731,0.6194901315789474,0.0116262335526315,0.0238726790450928,0.0004480286738351,101.14814814814817,0.0280736019736842,0.1600904181022028,-0.2102008050212893,-0.3702912231234921,Spike Artist
CAMP213590,Instagram,Food,Giveaway,2333-01-01 00:00:00,2333-01-22 00:00:00,21,907048,9351,10891,370,1533,0.0103092669847681,0.0120070823153791,0.0339730052336791,0.0395679606459202,4.143243243243243,0.001690097988199,-0.188515549674901,0.1445906248871057,0.3331061745620067,Spike Artist
CAMP248708,Instagram,Fitness,Giveaway,2429-02-24 00:00:00,2429-03-23 00:00:00,27,739218,75697,591,17,2436,0.1024014566744857,0.0007994935188266,0.0287648054145516,0.0002245795738272,143.2941176470588,0.0032953743009504,-0.1358154588194809,-0.5932922775675799,-0.457476818748099,Spike Artist
CAMP232363,Instagram,Tech,Brand Awareness,2384-05-26 00:00:00,2384-06-24 00:00:00,29,46537,4099,383,7,3834,0.0880804521133721,0.0082300105292562,0.0182767624020887,0.0017077335935594,547.7142857142857,0.08238605840514,-0.1440107058220162,-0.4413322952623886,-0.2973215894403724,Spike Artist
CAMP202590,Instagram,Travel,Product Launch,2302-11-20 00:00:00,2302-12-02 00:00:00,12,370803,69724,2666,28,4318,0.1880351561341197,0.0071898015927594,0.0105026256564141,0.0004015833859216,154.21428571428572,0.0116449974784454,-0.0868112625134359,-0.6189109658617825,-0.5320997033483466,Spike Artist
CAMP181378,TikTok,Travel,Brand Awareness,2244-10-22 00:00:00,2244-11-14 00:00:00,23,739099,13762,17846,996,4563,0.0186199683668899,0.0241456151341024,0.0558108259553961,0.0723732015695393,4.581325301204819,0.0061737331534747,-0.1837597205499151,1.1657993972190157,1.3495591177689308,Behavior-Positive
CAMP228011,YouTube,Fashion,Giveaway,2372-06-26 00:00:00,2372-06-30 00:00:00,4,784280,47158,4141,130,2617,0.0601290355485285,0.0052800020400877,0.0313933832407631,0.0027566902752449,20.130769230769232,0.0033368184831947,-0.1600060057216929,-0.3477176391502365,-0.1877116334285435,Ghost Amplifier
CAMP218434,TikTok,Fashion,Brand Awareness,2346-04-07 00:00:00,2346-04-18 00:00:00,11,127892,3252,737,37,4735,0.025427704625778,0.005762674756826,0.0502035278154681,0.0113776137761377,127.97297297297295,0.0370234260157007,-0.1798639686889601,0.0192464884239246,0.1991104571128848,Spike Artist
CAMP186606,Instagram,Fitness,Brand Awareness,2259-02-14 00:00:00,2259-03-05 00:00:00,19,999775,72490,699,15,2269,0.0725063139206321,0.0006991573103948,0.0214592274678111,0.0002069250931162,151.26666666666668,0.0022695106398939,-0.1529230631078796,-0.7173646579272006,-0.564441594819321,Spike Artist
CAMP185378,Instagram,Travel,Seasonal Sale,2255-10-05 00:00:00,2255-10-16 00:00:00,11,87269,66921,1737,26,4092,0.7668358752821736,0.0199039750656017,0.0149683362118595,0.0003885178045755,157.3846153846154,0.0468895025725057,0.2444095564187333,-0.0029394844227037,-0.2473490408414371,Spike Artist
CAMP197674,Instagram,Tech,Seasonal Sale,2289-06-04 00:00:00,2289-06-14 00:00:00,10,931926,24000,16246,322,1515,0.025753117736816,0.0174327146146797,0.0198202634494644,0.0134166666666666,4.704968944099379,0.0016256655571365,-0.1796777498513472,0.0286728821926442,0.2083506320439915,Spike Artist
CAMP199991,TikTok,Tech,Event Promotion,2295-10-08 00:00:00,2295-10-09 00:00:00,1,307718,45623,7572,213,682,0.1482623700920973,0.0246069453200657,0.0281299524564183,0.0046686978059312,3.2018779342723005,0.0022163149377027,-0.1095713841377542,0.432461049514461,0.5420324336522153,Spike Artist
CAMP213829,Instagram,Tech,Seasonal Sale,2333-08-28 00:00:00,2333-09-14 00:00:00,17,129993,85314,2795,39,927,0.6562968775241744,0.0215011577546483,0.013953488372093,0.0004571348196075,23.76923076923077,0.0071311532159423,0.1811532124818483,0.0489290185598559,-0.1322241939219924,Spike Artist
CAMP201214,YouTube,Fashion,Product Launch,2299-02-12 00:00:00,2299-02-26 00:00:00,14,169913,83801,1843,102,4680,0.4931994609005785,0.0108467274428678,0.0553445469343461,0.0012171692461903,45.88235294117647,0.0275435075597511,0.0878201219851685,0.2756213337071106,0.1878012117219421,Full-Funnel Creator
CAMP190726,YouTube,Beauty,Product Launch,2270-05-27 00:00:00,2270-06-22 00:00:00,26,654660,31821,3935,315,3510,0.0486069104573366,0.0060107536736626,0.0800508259212198,0.0098991232205147,11.142857142857142,0.0053615617266978,-0.1665995837569118,0.5123815653987677,0.6789811491556795,Spike Artist
CAMP212283,YouTube,Travel,Product Launch,2329-06-04 00:00:00,2329-06-17 00:00:00,13,576285,84821,7077,336,4983,0.1471858542214355,0.0122803821026054,0.0474777448071216,0.0039612831727991,14.830357142857142,0.0086467633202321,-0.1101874242643092,0.2200641569509459,0.3302515812152551,Spike Artist
CAMP187162,TikTok,Gaming,Product Launch,2260-08-23 00:00:00,2260-08-24 00:00:00,1,847413,5378,18628,496,1413,0.0063463742000653,0.0219821975825246,0.0266265836375348,0.0922275939010784,2.848790322580645,0.0016674278067483,-0.1907833294997458,0.6830260407919687,0.8738093702917146,Behavior-Positive
CAMP115983,Instagram,Travel,Product Launch,2065-10-05 00:00:00,2065-10-07 00:00:00,2,264783,1582,3263,59,1910,0.0059747038140666,0.0123232987012006,0.0180815200735519,0.0372945638432364,32.3728813559322,0.0072134540359464,-0.1909960192313767,-0.1123632655753308,0.0786327536560459,Spike Artist
CAMP234200,YouTube,Travel,Brand Awareness,2389-06-06 00:00:00,2389-06-26 00:00:00,20,234048,51554,2027,97,3427,0.2202710555099808,0.0086606166256494,0.0478539713862851,0.0018815222873103,35.329896907216494,0.0146422955974842,-0.068364151725454,0.0624783013267863,0.1308424530522403,Spike Artist
CAMP108906,YouTube,Fitness,Seasonal Sale,2046-05-21 00:00:00,2046-05-28 00:00:00,7,468843,77904,6289,265,4174,0.1661622334128908,0.0134138720211243,0.042137064716171,0.0034016225097555,15.750943396226416,0.0089027670243557,-0.0993281221794522,0.1784719473743717,0.2778000695538238,Full-Funnel Creator
CAMP188051,Instagram,Fashion,Giveaway,2263-01-29 00:00:00,2263-01-30 00:00:00,1,849514,58081,13514,559,919,0.0683696796050447,0.0159079191161063,0.0413645108776084,0.009624489936468,1.6440071556350626,0.0010817950027898,-0.1552902671563619,0.2998237473053514,0.4551140144617133,Spike Artist
CAMP158363,Instagram,Fitness,Seasonal Sale,2181-10-17 00:00:00,2181-11-07 00:00:00,21,328863,30908,2302,3,1377,0.0939844251253561,0.0069998753280241,0.0013032145960034,9.70622492558561e-05,459.0,0.0041871539212377,-0.1406321357696826,-0.779109967339901,-0.6384778315702184,Spike Artist
CAMP190503,TikTok,Tech,Giveaway,2269-10-16 00:00:00,2269-11-13 00:00:00,28,539560,66398,10623,398,3827,0.1230595299873971,0.0196882645118244,0.0374658759295867,0.0059941564504954,9.615577889447236,0.0070928163688931,-0.1239938011506122,0.381291749027842,0.5052855501784542,Spike Artist
CAMP139729,TikTok,Travel,Event Promotion,2130-10-11 00:00:00,2130-10-18 00:00:00,7,417423,72463,6241,126,1491,0.1735960883803719,0.0149512604719912,0.0201890722640602,0.0017388184314753,11.833333333333334,0.0035719162576091,-0.0950740716078214,-0.1228841043538298,-0.0278100327460083,Spike Artist
CAMP248555,YouTube,Fashion,Event Promotion,2428-09-24 00:00:00,2428-09-30 00:00:00,6,579893,56645,2044,117,4568,0.0976818137139092,0.003524788193684,0.0572407045009784,0.0020654956306823,39.042735042735046,0.0078773152978221,-0.1385162916877789,-0.0021786340392534,0.1363376576485254,Spike Artist
CAMP130154,Instagram,Gaming,Giveaway,2104-07-24 00:00:00,2104-08-22 00:00:00,29,367653,10677,3882,10,4505,0.0290409706979135,0.010558869368671,0.0025759917568263,0.0009365926758452,450.5,0.0122534019850239,-0.1777962640233645,-0.6025834979596013,-0.4247872339362368,Ghost Amplifier
CAMP141134,Twitter,Fitness,Product Launch,2134-08-16 00:00:00,2134-09-11 00:00:00,26,741739,27408,9638,33,1679,0.0369510029808328,0.0129937889203614,0.0034239468769454,0.0012040280210157,50.87878787878788,0.0022635994601874,-0.1732697192492238,-0.4835428572978992,-0.3102731380486754,Ghost Amplifier
CAMP165403,TikTok,Fashion,Seasonal Sale,2201-01-26 00:00:00,2201-01-28 00:00:00,2,226526,60984,3851,253,1656,0.2692141299453484,0.0170002560412491,0.0656972215009088,0.0041486291486291,6.545454545454546,0.0073104191130377,-0.0403562991792413,0.7209629146884983,0.7613192138677396,Full-Funnel Creator
CAMP188748,Instagram,Gaming,Product Launch,2264-12-26 00:00:00,2265-01-12 00:00:00,17,178415,93983,1017,21,578,0.5267662472325757,0.0057001933693915,0.0206489675516224,0.0002234446655246,27.52380952380953,0.0032396379228203,0.1070288376795271,-0.5170408025349733,-0.6240696402145004,Spike Artist
CAMP204483,Instagram,Fashion,Giveaway,2308-01-26 00:00:00,2308-02-01 00:00:00,6,65414,26475,775,39,2866,0.4047298743388265,0.0118476167181337,0.0503225806451612,0.0014730878186968,73.48717948717949,0.0438132509860274,0.0371930789595388,0.2371972588017403,0.2000041798422014,Full-Funnel Creator
CAMP198195,YouTube,Travel,Product Launch,2290-11-07 00:00:00,2290-11-21 00:00:00,14,216332,14736,2641,119,2738,0.0681175230663979,0.0122080875691067,0.0450586898901931,0.0080754614549402,23.008403361344534,0.0126564724589982,-0.1554345646536985,0.1955351834203256,0.3509697480740241,Spike Artist
CAMP188638,YouTube,Gaming,Event Promotion,2264-09-07 00:00:00,2264-09-28 00:00:00,21,545072,78188,6623,141,1892,0.1434452696157571,0.012150688349429,0.0212894458704514,0.0018033457819614,13.418439716312056,0.0034711010655473,-0.1123279874242885,-0.2241430600620002,-0.1118150726377117,Spike Artist
CAMP220551,Twitter,Food,Brand Awareness,2352-01-23 00:00:00,2352-01-28 00:00:00,5,512668,63604,1510,17,4542,0.1240646968408404,0.0029453759548089,0.0112582781456953,0.0002672787874976,267.1764705882353,0.0088595348256571,-0.1234185907589405,-0.788345800333841,-0.6649272095749005,Spike Artist
CAMP213004,YouTube,Fitness,Brand Awareness,2331-05-26 00:00:00,2331-06-01 00:00:00,6,527360,38129,3082,146,710,0.0723016535194174,0.0058442050970873,0.0473718364698247,0.0038291064544047,4.863013698630137,0.0013463288834951,-0.1530401807676383,-0.057059518514998,0.0959806622526403,Spike Artist
CAMP160871,Instagram,Fitness,Brand Awareness,2188-08-29 00:00:00,2188-09-07 00:00:00,9,528938,95368,3756,78,803,0.1803009048319462,0.0071010212917203,0.0207667731629392,0.0008178844056706,10.294871794871796,0.0015181363411212,-0.0912372159813303,-0.452670497522115,-0.3614332815407847,Spike Artist
CAMP127145,Instagram,Beauty,Brand Awareness,2096-04-27 00:00:00,2096-05-04 00:00:00,7,830359,66040,8046,267,4198,0.0795318651330328,0.0096897847798361,0.0331841909023117,0.0040430042398546,15.722846441947564,0.0050556446067303,-0.1489026658467179,-0.1244006651064816,0.0245020007402362,Spike Artist
CAMP172177,Twitter,Gaming,Product Launch,2219-08-14 00:00:00,2219-08-16 00:00:00,2,46948,91945,1033,28,3247,1.95844338416972,0.0220030672233109,0.0271055179090029,0.0003045298819946,115.96428571428572,0.0691616256283547,0.9263112919943194,0.285195023473846,-0.6411162685204734,Full-Funnel Creator
CAMP142556,Instagram,Tech,Giveaway,2138-07-08 00:00:00,2138-07-18 00:00:00,10,665034,73122,4820,70,3456,0.1099522731168632,0.007247749739111,0.0145228215767634,0.0009573042312847,49.371428571428574,0.0051967267838937,-0.1314944766179867,-0.5481033331891121,-0.4166088565711253,Spike Artist
CAMP111501,YouTube,Beauty,Product Launch,2053-06-28 00:00:00,2053-07-26 00:00:00,28,831291,19044,9020,791,77,0.0229089452430015,0.0108505926324235,0.0876940133037694,0.0415353917244276,0.0973451327433628,9.262701027678636e-05,-0.1813053379164971,0.9841944317533944,1.1654997696698914,Behavior-Positive
CAMP226985,Instagram,Tech,Giveaway,2369-09-04 00:00:00,2369-09-28 00:00:00,24,643212,63020,514,6,180,0.09797702779177,0.0007991144443822,0.0116731517509727,9.520787051729608e-05,30.0,0.00027984552527,-0.1383473543568556,-0.873947002795826,-0.7355996484389704,Spike Artist
CAMP201116,TikTok,Travel,Event Promotion,2298-11-06 00:00:00,2298-11-17 00:00:00,11,199384,99086,1657,15,1289,0.4969606387674036,0.0083105966376439,0.0090525045262522,0.0001513836465292,85.93333333333334,0.0064649119287405,0.0899724697138186,-0.5959252103220049,-0.6858976800358235,Spike Artist
CAMP105055,Instagram,Food,Product Launch,2035-11-04 00:00:00,2035-11-11 00:00:00,7,344682,16466,2270,66,1312,0.0477715691564978,0.006585780516534,0.0290748898678414,0.0040082594437021,19.87878787878788,0.0038064070650628,-0.1670776108577746,-0.3244207426725891,-0.1573431318148144,Ghost Amplifier
CAMP198675,Instagram,Food,Giveaway,2292-03-01 00:00:00,2292-03-07 00:00:00,6,21086,45587,271,9,4572,2.16195580005691,0.0128521293749407,0.033210332103321,0.0001974247044113,508.0,0.2168263302665275,1.0427720129696452,-0.0059593332334231,-1.0487313462030683,Platform Native
CAMP145445,Instagram,Beauty,Brand Awareness,2146-06-05 00:00:00,2146-07-01 00:00:00,26,252747,17573,3000,37,4838,0.0695280260497651,0.0118695770869683,0.0123333333333333,0.0021055027599157,130.75675675675674,0.0191416713155843,-0.1546273991858587,-0.3815653371101147,-0.2269379379242559,Spike Artist
CAMP147200,YouTube,Fashion,Brand Awareness,2151-03-26 00:00:00,2151-04-19 00:00:00,24,678228,35814,2662,63,2125,0.0528052513314106,0.0039249337980738,0.0236664162283997,0.0017590886245602,33.73015873015873,0.0031331646584924,-0.1641970679056633,-0.5366021476827006,-0.3724050797770373,Ghost Amplifier
